timestamp,binance_bid,binance_ask,kraken_bid,kraken_ask,mid_binance,mid_kraken,spread
2025-05-21T00:51:38.851874,106856.53,106857.16,106919.0,106919.1,106856.845,106919.05,-62.205000000001746
2025-05-21T00:51:44.512830,106857.14,106857.24,106919.0,106919.1,106857.19,106919.05,-61.86000000000058
2025-05-21T00:51:50.262710,106849.61,106859.27,106919.0,106919.1,106854.44,106919.05,-64.61000000000058
2025-05-21T00:51:55.972685,106857.14,106857.15,106919.0,106919.1,106857.14499999999,106919.05,-61.90500000001339
2025-05-21T00:52:01.642018,106857.14,106857.64,106919.0,106919.1,106857.39,106919.05,-61.66000000000349
2025-05-21T00:52:07.300283,106860.86,106860.87,106919.0,106919.1,106860.86499999999,106919.05,-58.185000000012224
2025-05-21T00:52:12.941718,106860.86,106860.87,106919.0,106919.1,106860.86499999999,106919.05,-58.185000000012224
2025-05-21T00:52:18.712200,106860.86,106860.87,106919.0,106919.1,106860.86499999999,106919.05,-58.185000000012224
2025-05-21T00:52:24.391417,106860.83,106860.87,106919.0,106919.1,106860.85,106919.05,-58.19999999999709
2025-05-21T00:52:30.091978,106860.86,106860.87,106919.0,106919.1,106860.86499999999,106919.05,-58.185000000012224
2025-05-21T00:52:35.742248,106860.86,106860.87,106889.6,106889.7,106860.86499999999,106889.65,-28.785000000003492
2025-05-21T00:52:41.422157,106860.86,106861.01,106889.6,106889.7,106860.935,106889.65,-28.714999999996508
2025-05-21T00:52:47.225911,106855.0,106861.01,106889.6,106889.7,106858.005,106889.65,-31.644999999989523
2025-05-21T00:52:52.912334,106780.0,106861.01,106889.6,106889.7,106820.505,106889.65,-69.14499999998952
2025-05-21T00:52:58.571700,106790.0,106861.01,106889.6,106889.7,106825.505,106889.65,-64.14499999998952
2025-05-21T00:53:04.241000,106793.72,106793.73,106889.6,106889.7,106793.725,106889.65,-95.92499999998836
2025-05-21T00:53:09.931648,106793.72,106793.9,106889.6,106889.7,106793.81,106889.65,-95.83999999999651
2025-05-21T00:53:15.631814,106793.72,106793.9,106855.3,106855.4,106793.81,106855.35,-61.54000000000815
2025-05-21T00:53:21.330574,106793.54,106794.09,106855.3,106855.4,106793.815,106855.35,-61.53500000000349
2025-05-21T00:53:27.271383,106800.0,106804.65,106855.3,106855.4,106802.325,106855.35,-53.02500000000873
2025-05-21T00:53:32.941853,106800.0,106804.65,106837.3,106837.4,106802.325,106837.35,-35.02500000000873
2025-05-21T00:53:38.611663,106754.44,106754.45,106818.8,106818.9,106754.445,106818.85,-64.40499999999884
2025-05-21T00:53:44.271931,106754.16,106754.45,106818.8,106818.9,106754.305,106818.85,-64.5450000000128
2025-05-21T00:53:49.962411,106755.2,106755.49,106818.8,106818.9,106755.345,106818.85,-63.50500000000466
2025-05-21T00:53:55.631834,106755.2,106755.49,106818.8,106818.9,106755.345,106818.85,-63.50500000000466
2025-05-21T00:54:01.310935,106755.19,106755.2,106791.3,106791.4,106755.195,106791.35,-36.154999999998836
2025-05-21T00:54:07.060945,106753.9,106755.0,106791.3,106791.4,106754.45,106791.35,-36.90000000000873
2025-05-21T00:54:12.782248,106753.9,106755.0,106791.3,106791.4,106754.45,106791.35,-36.90000000000873
2025-05-21T00:54:18.461940,106751.2,106755.0,106791.3,106791.4,106753.1,106791.35,-38.25
2025-05-21T00:54:24.151175,106751.2,106755.2,106791.3,106791.4,106753.2,106791.35,-38.15000000000873
2025-05-21T00:54:29.830267,106739.92,106739.94,106771.2,106771.3,106739.93,106771.25,-31.320000000006985
2025-05-21T00:54:35.531514,106739.75,106740.43,106791.3,106791.4,106740.09,106791.35,-51.26000000000931
2025-05-21T00:54:41.201160,106739.75,106740.43,106791.3,106791.4,106740.09,106791.35,-51.26000000000931
